title,tags,vote_average,popularity
Waterloo,history action drama biography napoleon bonaparte waterloo rod steiger christopher plummer orson welles jack hawkins virginia mckenna sergey bondarchuk after defeating france and imprisoning napoleon on elba ending two decades of war europe is shocked to find napoleon has escaped and has caused the french army to defect from the king back to him the best of the british generals the duke of wellington beat napolean s best generals in spain and portugal but now must beat napoleon himself with an anglo allied army,7.0,1.894749
Kung Fu Jungle,crime action thriller martial arts kung fu serial killer donnie yen charlie yeung wang baoqiang bai bing deep ng teddy chan a martial arts instructor working at a police academy gets imprisoned after killing a man by accident but when a vicious killer starts targeting martial arts masters the instructor offers to help the police in return for his freedom,6.5,6.8958660000000025
Red Sky,action thriller love triangle middle east fight kidnapping missile cam gigandet rachael leigh cook shane west bill pullman brian krause mario van peebles disgraced top gun fighter pilot butch masters leads a rogue squad in recovery of a wmd masters must navigate a fractured friendship a love triangle and must take to the skies to reclaim his military and personal honor,4.1,3.344158
Dangerous Liaisons,drama romance lovesickness sexuality cheating cynic ladykiller glenn close john malkovich michelle pfeiffer swoosie kurtz keanu reeves stephen frears dangerous liaisons is the film based on the novel of the same name by choderlos de laclos set in 18th century france marquise de merteuil s asks her ex lover vicomte de valmont to seduce the future wife of another ex lover of hers in return for one last night with her yet things don t go as planned in this love triangle drama,7.0,14.480628
On the Road,adventure drama based on novel cemetery narration nudity funeral garrett hedlund sam riley kristen stewart amy adams tom sturridge walter salles dean and sal are the portrait of the beat generation their search for it results in a fast paced energetic roller coaster ride with highs and lows throughout the u s,5.5,14.613152
Star Trek IV: The Voyage Home,science fiction adventure saving the world san francisco uss enterprise a time travel whale william shatner leonard nimoy deforest kelley james doohan george takei leonard nimoy fugitives of the federation for their daring rescue of spock from the doomed genesis planet admiral kirk william shatner and his crew begin their journey home to face justice for their actions but as they near earth they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet in a desperate attempt to answer the call of the probe kirk and his crew race back to the late twentieth century however they soon find the world they once knew to be more alien than anything they ve encountered in the far reaches of the galaxy,6.9,22.258428
Rocky Balboa,drama philadelphia transporter fight love of one s life publicity sylvester stallone burt young milo ventimiglia geraldine hughes james francis kelly iii sylvester stallone when he loses a highly publicized virtual boxing match to ex champ rocky balboa reigning heavyweight titleholder mason dixon retaliates by challenging rocky to a nationally televised 10 round exhibition bout to the surprise of his son and friends rocky agrees to come out of retirement and face an opponent who s faster stronger and thirty years his junior,6.5,30.445257
Scream 2,horror mystery film festivals slaughter slasher david arquette neve campbell courteney cox sarah michelle gellar jamie kennedy wes craven two years after the terrifying events that occurred in woodsboro sidney is now attending windsor college in cincinnati and gale weathers best selling book on sidney s life has now been made into a major motion picture when two college students are killed in a theatre while watching the new film stab sidney knows deep down that history is repeating itself,6.1,35.244037
The Whole Nine Yards,comedy crime bounty gangster boss montreal gangster dentist bruce willis matthew perry rosanna arquette michael clarke duncan kevin pollak jonathan lynn a mobster named jimmy the tulip agrees to cooperate with an fbi investigation in order to stay out of prison he s relocated by the authorities to a life of suburban anonymity as part of a witness protection program it s not long before a couple of his new neighbors figure out his true identity and come knocking to see if he d be up for one more hit suburban style,6.2,23.441135
Footloose,drama family music romance dancing dancer dance music dance teacher kevin bacon john lithgow dianne wiest chris penn lori singer herbert ross when teenager ren and his family move from big city chicago to a small town in the west he s in for a real case of culture shock,6.4,25.03414
Old School,comedy sex doll streaking mouth to mouth resuscitation luke wilson will ferrell vince vaughn ellen pompeo leah remini todd phillips three friends attempt to recapture their glory days by opening up a fraternity near their alma mater,6.6,24.70166
The Fisher King,comedy drama holy grail homeless person loss of lover mental disease sense of guilt jeff bridges robin williams mercedes ruehl amanda plummer michael jeter terry gilliam two troubled men face their terrible destinies and events of their past as they join together on a mission to find the holy grail and thus to save themselves,7.2,16.146572
I Still Know What You Did Last Summer,horror mystery thriller competition island radio bahamas college jennifer love hewitt freddie prinze jr mekhi phifer brandy norwood muse watson danny cannon unfinished business with coed julie james brings the murderer to the bahamas to terrorize her and her friends karla tyrell and will during a vacation can ray bronson who survived a bloody attack alongside julie two summers ago get to the island in time to save everyone,5.1,20.793026
Return to Me,romance comedy drama transplantation love of one s life veterinarian woman director david duchovny minnie driver carroll o connor robert loggia jim belushi bonnie hunt it took a lot of cajoling to get bob duchovny a recently widowed architect to go on a blind date at a quirky irish italian eatery once there he s smitten instantly not with his date but with the sharp witted waitress grace driver everything seems to be going great until an unbelievable truth is revealed one that could easily break both of their hearts for good,6.1,5.771479
Zack and Miri Make a Porno,comedy pornography love of one s life platonic love pornographic video best friend seth rogen elizabeth banks jennifer schwalbach smith jason mewes gerry bednob kevin smith lifelong platonic friends zack and miri look to solve their respective cash flow problems by making an adult film together as the cameras roll however the duo begin to sense that they may have more feelings for each other than they previously thought,6.1,27.326465999999996
Nurse Betty,comedy crime thriller independent film native american violence soap opera used car dealer ren u00e9e zellweger morgan freeman chris rock greg kinnear aaron eckhart neil labute what happens when a person decides that life is merely a state of mind if you re betty a small town waitress and soap opera fan from fair oaks kansas you refuse to believe that you can t be with the love of your life just because he doesn t really exist after all life is no excuse for not living traumatized by a savage event betty enters into a fugue state that allows even encourages her to keep functioning in a kind of alternate reality,5.9,3.572339
The Men Who Stare at Goats,comedy war vietnam veteran kuwait new age staring contest drug use george clooney ewan mcgregor jeff bridges kevin spacey robert patrick grant heslov a reporter in iraq might just have the story of a lifetime when he meets lyn cassady a guy who claims to be a former member of the u s army s new earth army a unit that employs paranormal powers in their missions,5.9,20.69219
Double Take,adventure drama action comedy romance mexico cia fbi train orlando jones eddie griffin garcelle beauvais gary grubbs daniel roebuck george gallo the governor of a mexican state is assassinated soon after junior executive daryl chase s life turns upside down after he flags a huge transfer of funds from a mexican account as probably illegal he s attacked in his apartment rescued by a cia agent finds his secretary shot dead and witnesses two cops get killed he calls the cia guy who tells him to grab the next train to mexico leaving m,5.5,1.903405
"Girl, Interrupted",drama based on novel suicide attempt puberty biography borderline personality disorder winona ryder angelina jolie clea duvall brittany murphy elisabeth moss james mangold set in the changing world of the late 1960 s susanna kaysen s prescribed short rest from a psychiatrist she had met only once becomes a strange unknown journey into alice s wonderland where she struggles with the thin line between normal and crazy susanna soon realizes how hard it is to get out once she has been committed and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside,7.6,10.713521
Win a Date with Tad Hamilton!,comedy romance celebrity romantic comedy male female relationship movie star josh duhamel kate bosworth topher grace nathan lane sean hayes robert luketic a small town girl wins a date with a hollywood star through a contest when the date goes better than expected a love triangle forms between the girl the celebrity and the girl s best friend,5.5,7.701041
Muppets from Space,fantasy comedy science fiction family puppet the muppets steve whitmire dave goelz bill barretta frank oz jerry nelson tim hill when gonzo s breakfast cereal tells him that he s the descendant of aliens from another planet his attempts at extraterrestrial communication get him kidnapped by a secret government agency prompting the muppets to spring into action it s hard to believe gonzo s story at first but kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures,5.8,6.589192999999999
The Wiz,adventure family fantasy music melancholy little dog based on stage musical based on film wizard diana ross michael jackson nipsey russell ted ross theresa merritt sidney lumet a thanksgiving dinner brings a host of family together in a harlem apartment where a 24 year old schoolteacher named dorothy gale diana ross lives with her aunt em theresa merritt and uncle henry stanley greene extremely introverted she has as aunt em teases her never been south of 125th street and refuses to move out and on with her life,5.9,2.753313
Ready to Rumble,action comedy drama wrestling sport david arquette scott caan oliver platt rose mcgowan bill goldberg brian robbins two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter,4.7,3.113009
Play It to the Bone,comedy drama sport antonio banderas woody harrelson lolita davidovich tom sizemore lucy liu ron shelton two aging fighters in la friends get a call from a vegas promoter because his undercard fighters for a mike tyson bout that night are suddenly unavailable he wants them to box each other they agree as long as the winner gets a shot at the middleweight title they enlist grace cesar s current and vinnie s ex girlfriend to drive them to vegas,5.7,5.566203
I Don't Know How She Does It,romance comedy pregnancy family vacation widower working mum in laws sarah jessica parker pierce brosnan sarah shahi busy philipps olivia munn douglas mcgrath a comedy centered on the life of kate reddy a finance executive who is the breadwinner for her husband and two kids,5.0,8.630825
Piranha 3D,comedy horror yacht movie in movie scuba diving piranha spring break elisabeth shue adam scott jerry o connell steven r mcqueen jessica szohr alexandre aja each year the population of sleepy lake victoria arizona explodes from 5 000 to 50 000 residents for the annual spring break celebration but then an earthquake opens an underwater chasm releasing an enormous swarm of ancient piranha that have been dormant for thousands of years now with a taste for human flesh this year there s something more to worry about than the usual hangovers and complaints from locals a new type of terror is about to be cut loose on lake victoria,5.3,23.34383900000001
Beyond the Sea,drama music musical perfectionist rowboat courtship kevin spacey kate bosworth john goodman bob hoskins brenda blethyn kevin spacey based on the life and career of legendary entertainer bobby darin the biopic moves back and forth between his childhood and adulthood to tell the tale of his remarkable life kevin spacey did his own singing for beyond the sea recreating bobby darin s vocal style with uncanny accuracy,6.5,6.1382129999999995
The Thief and the Cobbler,adventure fantasy animation science fiction family prophecy witch princess battle desert vincent price anthony quayle sean connery joan sims paul matthews richard williams it is written among the limitless constellations of the celestial heavens and in the depths of the emerald seas and upon every grain of sand in the vast deserts that the world which we see is an outward and visible dream of an inward and invisible reality once upon a time there was a golden city in the center of the golden city atop the tallest minaret were three golden balls the ancients had prophesied that if the three golden balls were ever taken away harmony would yield to discord and the city would fall to destruction and death but the mystics had also foretold that the city might be saved by the simplest soul with the smallest and simplest of things in the city there dwelt a lowly shoemaker who was known as tack the cobbler also in the city existed a thief who shall be nameless,6.8,2.439184
The Bridge of San Luis Rey,romance drama based on novel bridge peru period drama 18th century gabriel byrne f murray abraham kathy bates robert de niro harvey keitel mary mcguckian the bridge of san luis rey is american author thornton wilder s second novel first published in 1927 to worldwide acclaim it tells the story of several interrelated people who die in the collapse of an inca rope fiber suspension bridge in peru and the events that lead up to their being on the bridge a friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims seeking some sort of cosmic answer to the question of why each had to die the novel won the pulitzer prize in 1928,5.4,0.515677
Howl's Moving Castle,fantasy animation adventure flying witch rain castle scarecrow takuya kimura akihiro miwa tatsuya gash u00fbin mitsunori isaki yo oizumi hayao miyazaki when sophie a shy young woman is cursed with an old body by a spiteful witch her only chance of breaking the spell lies with a self indulgent yet insecure young wizard and his companions in his legged walking home,8.2,49.549984
Zombieland,comedy horror washington d c sister sister relationship post apocalyptic road trip blood splatter jesse eisenberg woody harrelson emma stone abigail breslin amber heard ruben fleischer columbus has made a habit of running from what scares him tallahassee doesn t have fears if he did he d kick their ever living ass in a world overrun by zombies these two are perfectly evolved survivors but now they re about to stare down the most terrifying prospect of all each other,7.2,57.300674
The Waterboy,comedy sport social outcast ridicule lawn mower deserted by husband adam sandler kathy bates fairuza balk henry winkler jerry reed frank coraci bobby boucher is a water boy for a struggling college football team the coach discovers boucher s hidden rage makes him a tackling machine whose bone crushing power might vault his team into the playoffs,5.9,23.839127
The Empire Strikes Back,adventure action science fiction rebel android asteroid space battle snow storm mark hamill harrison ford carrie fisher billy dee williams anthony daniels irvin kershner the epic saga continues as luke skywalker in hopes of defeating the evil galactic empire learns the ways of the jedi from aging master yoda but darth vader is more determined than ever to capture luke meanwhile rebel leader princess leia cocky han solo chewbacca and droids c 3po and r2 d2 are thrown into various stages of capture betrayal and despair,8.2,78.51783
Bad Boys,action comedy crime thriller miami detective handcuffs airport mexican standoff will smith martin lawrence t u00e9a leoni tch u00e9ky karyo joe pantoliano michael bay marcus burnett is a hen pecked family man mike lowry is a foot loose and fancy free ladies man both are miami policemen and both have 72 hours to reclaim a consignment of drugs stolen from under their station s nose to complicate matters in order to get the assistance of the sole witness to a murder they have to pretend to be each other,6.5,33.872182
The Naked Gun 2½: The Smell of Fear,comedy crime washington d c usa president spoof the white house leslie nielsen priscilla presley george kennedy o j simpson robert goulet david zucker bumbling cop frank drebin is out to foil the big boys in the energy industry who intend to suppress technology that will put them out of business,6.6,27.332559999999997
Final Destination,horror omen airplane accident corpse death near death experience devon sawa ali larter kerr smith tony todd seann william scott james wong after a teenager has a terrifying vision of him and his friends dying in a plane crash he prevents the accident only to have death hunt them down one by one,6.4,38.799596
The Ides of March,drama ohio politics dirty tricks presidential campaign endorsement ryan gosling george clooney philip seymour hoffman paul giamatti evan rachel wood george clooney dirty tricks stand to soil an ambitious young press spokesman s idealism in a cutthroat presidential campaign where victory is relative,6.5,20.317469
Pitch Black,thriller science fiction action darkness dystopia comet alien life form survival vin diesel radha mitchell cole hauser lewis fitz gerald claudia black david twohy when their ship crash lands on a remote planet the marooned passengers soon learn that escaped convict riddick isn t the only thing they have to fear deadly creatures lurk in the shadows waiting to attack in the dark and the planet is rapidly plunging into the utter blackness of a total eclipse with the body count rising the doomed survivors are forced to turn to riddick with his eerie eyes to guide them through the darkness to safety with time running out there s only one rule stay in the light,6.7,18.493202
Someone Like You...,comedy romance feminism cohabitant tv show man woman relation man between two women ashley judd greg kinnear hugh jackman marisa tomei ellen barkin tony goldwyn jane goodale has everything going for her she s a producer on a popular daytime talk show and is in a hot romance with the show s dashing executive producer ray but when the relationship goes terribly awry jane begins an extensive study of the male animal including her womanizing roommate eddie jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist and becomes a sensation,6.0,7.901891
Her,romance science fiction drama artificial intelligence computer love loneliness transhumanism joaquin phoenix scarlett johansson rooney mara amy adams olivia wilde spike jonze in the not so distant future theodore a lonely writer purchases a newly developed operating system designed to meet the user s every needs to theordore s surprise a romantic relationship develops between him and his operating system this unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all,7.9,53.682367000000006
Joy Ride,mystery thriller drama colorado friendship stalker pokies truck driver steve zahn paul walker leelee sobieski jessica bowman stuart stone john dahl three young people on a road trip from colorado to new jersey talk to a trucker on their cb radio then must escape when he turns out to be a psychotic killer,6.3,11.183197
The Adventurer: The Curse of the Midas Box,fantasy adventure family london england based on novel key adventure supernatural aneurin barnard michael sheen lena headey sam neill ioan gruffudd jonathan newman 17 year old mariah mundi s life is turned upside down when his parents vanish and his younger brother is kidnapped following a trail of clues to the darkly majestic prince regent hotel mariah discovers a hidden realm of child stealing monsters deadly secrets and a long lost artifact that grants limitless wealth but also devastating supernatural power with the fate of his world and his family at stake mariah will risk everything to unravel the curse of the midas box,5.1,8.842722
Anywhere But Here,drama comedy romance dream susan sarandon natalie portman hart bochner eileen ryan ray baker wayne wang in this adaptation of the mona simpson novel single mother adele august is bad with money and even worse when it comes to making decisions her straight laced daughter ann is a successful high school student with ivy league aspirations when adele decides to pack up and move the two of them from the midwest to beverly hills calif to pursue her dreams of hollywood success ann grows frustrated with her mother s irresponsible and impulsive ways,5.9,8.976738000000003
Haywire,action thriller mercenary secret agent rescue foot chase spanish gina carano ewan mcgregor michael fassbender bill paxton channing tatum steven soderbergh mallory kane is a highly trained operative who works for a government security contractor in the dirtiest most dangerous corners of the world after successfully freeing a chinese journalist held hostage she is double crossed and left for dead by someone close to her in her own agency suddenly the target of skilled assassins who know her every move mallory must find the truth in order to stay alive,5.6,26.257951
Jaws: The Revenge,adventure thriller shark attack bahamas dying and death aggression by animal sequel lorraine gary lance guest mario van peebles michael caine karen young joseph sargent after another deadly shark attack ellen brody decides she has had enough of new england s amity island and moves to the caribbean to join her son michael and his family but a great white shark has followed her there hungry for more lives,3.5,12.777008
Marvin's Room,drama sister sister relationship sister leukemia reunion cancer diane keaton meryl streep leonardo dicaprio robert de niro hume cronyn jerry zaks a leukemia patient attempts to end a 20 year feud with her sister to get her bone marrow,6.6,6.130231
The End of the Affair,drama bomb sex jealousy infidelity obsession ralph fiennes stephen rea julianne moore james bolam ian hart neil jordan on a rainy london night in 1946 novelist maurice bendrix has a chance meeting with henry miles husband of his ex mistress sarah who abruptly ended their affair two years before bendrix s obsession with sarah is rekindled he succumbs to his own jealousy and arranges to have her followed,6.6,6.9212630000000015
Harley Davidson and the Marlboro Man,action thriller corruption harley davidson drug dealer los angeles las vegas mickey rourke don johnson chelsea field daniel baldwin giancarlo esposito simon wincer it s the lawless future and renegade biker harley davidson mickey rourke and his surly cowboy buddy marlboro don johnson learn that a corrupt bank is about to foreclose on their friend s bar to further an expanding empire harley and marlboro decide to help by robbing the crooked bank but when they accidentally filch a drug shipment they find themselves on the run from criminal financiers and the mob in this rugged action adventure,6.1,12.869436
In the Valley of Elah,history drama thriller crime mystery father son relationship detective war crimes patriotism homicide tommy lee jones charlize theron susan sarandon frances fisher james franco paul haggis a career officer and his wife work with a police detective to uncover the truth behind their son s disappearance following his return from a tour of duty in iraq,6.6,15.676123
Coco Before Chanel,drama history fashion designer woman director audrey tautou beno u00eet poelvoorde alessandro nivola marie gillain emmanuelle devos anne fontaine 2009 biopic about the early life of coco chanel several years after leaving the orphanage to which her father never returned for her gabrielle chanel finds herself working in a provincial bar both she s both a seamstress for the performers and a singer earning the nickname coco from the song she sings nightly with her sister a liaison with baron balsan gives her an entree into french society and a chance to develop her gift for designing,6.6,8.426589
Vanity Fair,drama romance london england british empire lover advancement aristocrat reese witherspoon james purefoy jonathan rhys meyers romola garai gabriel byrne mira nair beautiful funny passionate and calculating becky is the orphaned daughter of a starving english artist and a french chorus girl she yearns for a more glamorous life than her birthright promises and resolves to conquer english society by any means possible a mere ascension into the heights of society is simply not enough so becky finds a patron in the powerful marquess of steyne whose whims enable becky to realise her dreams but is the ultimate cost too high for her,5.5,6.6181490000000025
Bodyguards and Assassins,drama action history assassination martial arts sword blood splatter impalement donnie yen wang xue qi tony leung ka fai nicholas tse hu jun teddy chan in 1905 revolutionist sun yat sen visits hong kong to discuss plans with tongmenghui members to overthrow the qing dynasty but when they find out that assassins have been sent to kill him they assemble a group of protectors to prevent any attacks,6.5,7.876883
1408,horror thriller suicide new york hotel fire hotel room john cusack samuel l jackson mary mccormack jasmine jessica anthony tony shalhoub mikael h u00e5fstr u00f6m a man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the dolphin hotel soon after settling in he confronts genuine terror,6.5,35.169779
Spaceballs,comedy science fiction android lasergun swordplay temple space marine mel brooks rick moranis bill pullman daphne zuniga john candy mel brooks when the nefarious dark helmet hatches a plan to snatch princess vespa and steal her planet s air space bum for hire lone starr and his clueless sidekick fly to the rescue along the way they meet yogurt who puts lone starr wise to the power of the schwartz can he master it in time to save the day,6.7,39.890798
The Water Diviner,war drama istanbul australia post world war i farmer missing in action russell crowe olga kurylenko y u0131lmaz erdo u011fan cem y u0131lmaz jai courtney russell crowe in 1919 australian farmer joshua connor travels to turkey to discover the fate of his three sons reported missing in action holding on to hope joshua must travel across the war torn landscape to find the truth and his own peace,6.8,22.096286
Ghost,fantasy drama thriller mystery romance corruption fortune teller money transfer money laundering pottery patrick swayze demi moore whoopi goldberg tony goldwyn vincent schiavelli jerry zucker sam wheat is a banker molly jensen is an artist and the two are madly in love however when sam is murdered by his friend and corrupt business partner carl bruner over a shady business deal he is left to roam the earth as a powerless spirit when he learns of carl s betrayal sam must seek the help of psychic oda mae brown to set things right and protect molly from carl and his goons,6.9,41.967005
There's Something About Mary,romance comedy surgeon stalker romantic comedy dream girl taboo cameron diaz ben stiller matt dillon lee evans chris elliott bobby farrelly having never fully recovered from a prom date that became a total disaster a man finally gets a chance to reunite with his old prom date only to run up against other suitors including the sleazy detective he hired to find her,6.5,57.110486
The Santa Clause,fantasy drama comedy family holiday christmas party santa claus deal christmas tree tim allen judge reinhold wendy crewson david krumholtz peter boyle john pasquin scott calvin is an ordinary man who accidentally causes santa claus to fall from his roof on christmas eve and is knocked unconscious when he and his young son finish santa s trip and deliveries they go to the north pole where scott learns he must become the new santa and convince those he loves that he is indeed father christmas,6.3,16.234053
The Rookie,drama family father son relationship baseball sports team sport life s dream dennis quaid rachel griffiths beth grant angus t jones brian cox john lee hancock jim morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago now a married with children high school chemistry teacher and baseball coach in texas jim s team makes a deal with him if they win the district championship jim will try out with a major league organization the bet proves incentive enough for the team and they go from worst to first making it to state for the first time in the history of the school jim forced to live up to his end of the deal is nearly laughed off the try out field until he gets onto the mound where he confounds the scouts and himself by clocking successive 98 mph fastballs good enough for a minor league contract with the tampa bay devil rays jim s still got a lot of pitches to throw before he makes it to the show but with his big league dreams revived there s no telling where he could go,6.5,11.263361
The Game Plan,comedy family american football bachelor sports team sport aerobics dwayne johnson madison pettis kyra sedgwick roselyn s u00e1nchez morris chestnut andy fickman bachelor football star joe kingman seems to have it all he is wealthy and carefree and his team is on the way to capturing a championship suddenly he is tackled by some unexpected news he has a young daughter the result of a last fling with his ex wife joe must learn to balance his personal and professional lives with the needs of his child,6.0,20.699212
The Bridges of Madison County,drama romance farewell adultery love at first sight photographer wife husband relationship meryl streep clint eastwood annie corley victor slezak jim haynie clint eastwood photographer robert kincaid wanders into the life of housewife francesca johnson for four days in the 1960s,7.3,17.606087
The Animal,action comedy dream employee car crash scientist police officer rob schneider colleen haskell john c mcginley ed asner guy torry luke greenfield when loser marvin mange is involved in a horrible car accident he s brought back to life by a deranged scientist as half man and half animal his newfound powers are awesome but their adverse side effects could take over his life now marvin must fight to control his crazy primal urges around his new squeeze rianna and his rival sgt sisk who both think he s one cool cat,4.6,13.786075
Gandhi,drama history muslim indian lead demonstration world war ii imprisonment ben kingsley candice bergen edward fox john gielgud trevor howard richard attenborough in the early years of the 20th century mohandas k gandhi a british trained lawyer forsakes all worldly possessions to take up the cause of indian independence faced with armed resistance from the british government gandhi adopts a policy of passive resistance endeavouring to win freedom for his people without resorting to bloodshed,7.4,35.227212
The Hundred-Foot Journey,drama france based on novel indian lead restaurant family helen mirren manish dayal om puri charlotte le bon rohan chand lasse hallstr u00f6m a story centered around an indian family who moves to france and opens a restaurant across the street from a michelin starred french restaurant,7.3,27.898438
The Net,crime drama mystery thriller action cheating new identity computer virus chase computer sandra bullock jeremy northam dennis miller wendy gazelle ken howard irwin winkler angela bennett is a freelance software engineer who lives in a world of computer technology when a cyber friend asks bennett to debug a new game she inadvertently becomes involved in a conspiracy that will soon turn her life upside down while on vacation in mexico her purse is stolen she soon finds that people and events may not be what they seem as she becomes the target of an assassination her vacation is ruined she gets a new passport at the u s embassy in mexico but it has the wrong name ruth marx when she returns to the u s to sort things out she discovers that ruth marx has an unsavory past and a lengthy police record to make matters worse another person has assumed her real identity,5.6,23.218144
I Am Sam,drama foster parents pro bono new baby social services learning sean penn michelle pfeiffer dianne wiest dakota fanning richard schiff jessie nelson sam has the mental capacity of a 7 year old he has a daughter with a homeless woman who abandons them when they leave the hospital leaving sam to raise lucy on his own but as lucy grows up sam s limitations start to become a problem and the authorities take her away sam shames high priced lawyer rita into taking his case pro bono and in turn teaches her the value of love and family,7.2,26.071644
Son of God,drama biography resurrection roma downey diogo morgado louise delamere darwin shaw amber rose revah christopher spencer the life story of jesus is told from his humble birth through his teachings crucifixion and ultimate resurrection,5.9,9.175762
Underworld,fantasy action thriller budapest subway love of one s life vampire bite kate beckinsale scott speedman michael sheen shane brolly bill nighy len wiseman vampires and werewolves have waged a nocturnal war against each other for centuries but all bets are off when a female vampire warrior named selene who s famous for her strength and werewolf hunting prowess becomes smitten with a peace loving male werewolf michael who wants to end the war,6.6,81.829237
Derailed,drama thriller prison chicago rape based on novel hotel room clive owen jennifer aniston vincent cassel melissa george addison timlin mikael h u00e5fstr u00f6m when two married business executives having an affair are blackmailed by a violent criminal they are forced to turn the tables on him to save their families,6.1,17.7091
The Informant!,drama comedy crime agriculture company witness to murder matt damon scott bakula joel mchale melanie lynskey ann dowd steven soderbergh a rising star at agri industry giant archer daniels midland adm mark whitacre suddenly turns whistleblower even as he exposes his company s multi national price fixing conspiracy to the fbi whitacre envisions himself being hailed as a hero of the common man and handed a promotion,6.0,17.772517999999994
Shadowlands,drama romance bachelor stroke of fate brother oxford author anthony hopkins debra winger john wood julian fellowes roddy maude roxby richard attenborough c s lewis a world renowned writer and professor leads a passionless life until he meets spirited poet joy gresham,6.8,5.6097550000000025
Deuce Bigalow: European Gigolo,comedy painter amsterdam dolphin europe pimp rob schneider eddie griffin jeroen krabb u00e9 til schweiger hanna verboom mike bigelow deuce bigalow goes to amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins there he meets up with his old friend t j hicks but a mysterious killer starts killing some of amsterdam s finest gigolos and t j is mistaken for the extremely gay murderer deuce must enter the gigolo industry again to find the real murderer and clear t j s name,4.7,10.259461
Delivery Man,comedy remake sperm donor vince vaughn cobie smulders chris pratt britt robertson jack reynor ken scott an affable underachiever finds out he s fathered 533 children through anonymous donations to a fertility clinic 20 years ago now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity,6.2,30.114383
Our Kind of Traitor,thriller based on novel woman director ewan mcgregor stellan skarsg u00e5rd damian lewis naomie harris jeremy northam susanna white a young oxford academic and his attorney girlfriend holiday on antigua they bump into a russian millionaire who owns a peninsula and a diamond watch he wants a game of tennis what else he wants propels the lovers on a tortuous journey to the city of london and its unholy alliance with britain s intelligence establishment to paris and the alps,6.0,10.547959
Saving Silverman,comedy crime romance female nudity harassment male friendship dark comedy director cameo jason biggs steve zahn jack black amanda peet amanda detmer dennis dugan a pair of buddies conspire to save their best friend from marrying the wrong woman a cold hearted beauty who snatches him from them and breaks up their neil diamond cover band,5.4,12.887673
Diary of a Wimpy Kid: Dog Days,comedy family best friend sweet sixteen duringcreditsstinger zachary gordon robert capron devon bostick rachael harris steve zahn david bowers school is out and greg is ready for the days of summer when all his plans go wrong what on earth is he going to do all summer,6.0,13.410919
Summer of Sam,thriller drama crime romance distrust intolerance punk rock italian american summer john leguizamo adrien brody mira sorvino jennifer esposito anthony lapaglia spike lee spike lee s take on the son of sam murders in new york city during the summer of 1977 centering on the residents of an italian american south bronx neighborhood who live in fear and distrust of one another,6.3,3.70789
Jay and Silent Bob Strike Back,comedy film making jay and silent bob self mocking character is subject of comic reference to prince valiant kevin smith jason mewes ben affleck jeff anderson brian o halloran kevin smith when jay and silent bob learn that their comic book alter egos bluntman and chronic have been sold to hollywood as part of a big screen movie that leaves them out of any royalties the pair travels to tinseltown to sabotage the production,6.4,21.865021
The Glass House,drama thriller california brother sister relationship loss of parents suspense psychological thriller leelee sobieski diane lane stellan skarsg u00e5rd bruce dern kathy baker daniel sackheim after the parents of ruby and her younger brother rhett are killed in a car crash their parents best friends erin and terry glass become their guardians the children hear promises of a world of opulence and california fun all they have to do is move into the glasses gated house before very long though ruby suspects that erin and terry may not be the ideal guardians they seemed to be,5.4,9.448517
"Hail, Caesar!",comedy drama mystery journalist cat ransom kidnapping ancient rome josh brolin george clooney alden ehrenreich ralph fiennes scarlett johansson joel coen tells the comedic tale of eddie mannix a fixer who worked for the hollywood studios in the 1950s the story finds him at work when a star mysteriously disappears in the middle of filming,5.7,39.006187
Josie and the Pussycats,comedy music manager pop secret small town garage rachael leigh cook rosario dawson tara reid gabriel mann alan cumming deborah kaplan josie melody and val are three small town girl musicians determined to take their rock band out of their garage and straight to the top while remaining true to their look style and sound they get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of america they must clear their names even if it means losing fame and fortune,5.3,6.404571
Homefront,action thriller based on novel drug dealer ex cop rural setting undercover cop jason statham james franco izabela vidovic winona ryder rachelle lefevre gary fleder phil broker is a former dea agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss son he is recently widowed and is left with a 9 years old daughter maddy he decides to quit the turbulent and demanding life of thrill for maddy s sake and retires to a small town his daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local meth drug lord his past history with the biker gang also enters the arena making matters more complex but he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands,6.4,35.737655
